customer_unique_id,recency,frequency,monetary,review_score_mean,delivery_delay_mean,frequency_log,monetary_log,cluster
000de6019bb59f34c099a907c151d855,379,1,257.44,2.0,-16.0,0.6931471805599453,5.554663558689965,2
000e309254ab1fc5ba99dd469d36bdb4,67,1,78.42,3.0,-15.0,0.6931471805599453,4.374750225703106,0
000ec5bff359e1c0ad76a81a45cb598f,10,1,27.75,5.0,-9.0,0.6931471805599453,3.3586377672433594,0
000ed48ceeb6f4bf8ad021a10a3c7b43,103,1,20.75,5.0,-8.0,0.6931471805599453,3.079613757534693,0
000fbf0473c10fc1ab6f8d2d286ce20c,36,1,362.36,5.0,-14.0,0.6931471805599453,5.895394078357248,0
0010a452c6d13139e50b57f19f52e04e,416,1,325.93,1.0,-19.0,0.6931471805599453,5.789746080703296,2
0010fb34b966d44409382af9e8fd5b77,179,1,61.800000000000004,4.0,2.0,0.6931471805599453,4.1399550734741535,0
001147e649a7b1afd577e873841632dd,365,1,212.16,4.0,-14.0,0.6931471805599453,5.362043057428582,1
00115fc7123b5310cf6d3a3aa932699e,587,1,76.11,4.0,-30.0,0.6931471805599453,4.345232973844869,1
0011805441c0d1b68b48002f1d005526,494,1,297.14,3.0,-13.0,0.6931471805599453,5.697563174842284,1
0011857aff0e5871ce5eb429f21cdaf5,429,1,192.83,5.0,-20.0,0.6931471805599453,5.266981486238183,1
0011c98589159d6149979563c504cb21,391,1,117.94,5.0,-28.0,0.6931471805599453,4.778619164278448,1
0012929d977a8d7280bb277c1e5f589d,318,1,155.65,1.0,-15.0,0.6931471805599453,5.054014017398201,2
0014a5a58da615f7b01a4f5e194bf5ea,225,1,99.82,5.0,-7.0,0.6931471805599453,4.6133367486544845,0
0015752e079902b12cd00b9b7596276b,29,1,74.82,5.0,-4.0,0.6931471805599453,4.328362110088189,0
00172711b30d52eea8b313a7f2cced02,34,1,122.07,4.0,-15.0,0.6931471805599453,4.812753299184245,0
00191a9719ef48ebb5860b130347bf33,499,1,58.86,3.0,-19.0,0.6931471805599453,4.0920085024245525,1
001926cef41060fae572e2e7b30bd2a4,379,1,91.21000000000001,4.0,-21.0,0.6931471805599453,4.52406858455105,1
001928b561575b2821c92254a2327d06,7,1,164.81,2.0,-11.0,0.6931471805599453,5.110842554513281,2
00196c4c9a3af7dd2ad10eade69c926f,34,1,37.58,5.0,-8.0,0.6931471805599453,3.652734007477583,0
00196fdb2bf9edfc35e88ebfbcf8d781,190,1,27.0,3.0,1.0,0.6931471805599453,3.332204510175204,2
0019da6aa6bcb27cc32f1249bd12da05,201,1,87.71000000000001,1.0,-10.0,0.6931471805599453,4.485372622532496,2
0019e8c501c85848ac0966d45226fa1d,122,1,197.27,5.0,-20.0,0.6931471805599453,5.289629738150471,0
001a2bf0e46c684031af91fb2bce149d,428,1,36.73,4.0,-18.0,0.6931471805599453,3.6304555339762192,1
001a34eb30ecb8e3aacb07c475ca4dd1,51,1,161.71,5.0,-6.0,0.6931471805599453,5.091969475151227,0
001a3a8e11d76c9a366c31a4aa2cc529,102,1,24.23,5.0,-7.0,0.6931471805599453,3.2280337626529665,0
001ae5a1788703d64536c30362503e49,266,1,135.07999999999998,5.0,0.0,0.6931471805599453,4.913242948087606,0
001deb796b28a3a128d6113857569aa4,70,1,63.33,4.0,-30.0,0.6931471805599453,4.1640260854229085,0
001f3c4211216384d5fe59b041ce1461,530,1,35.84,3.0,-11.0,0.6931471805599453,3.6065842113871063,1
002043098f10ba39a4600b6c52fbfe3c,523,1,237.81,4.0,-16.0,0.6931471805599453,5.475668256688571,1
002311514717ca8b65b09a26cdf7b91a,65,1,124.32,5.0,-18.0,0.6931471805599453,4.830870466083991,0
0023557a94bef0038066b5d1b3dc763e,156,1,107.44,3.0,-7.0,0.6931471805599453,4.686197024630465,2
002471155ecd08d208d1376720e2a907,23,1,92.18,5.0,-11.0,0.6931471805599453,4.5345331063886505,0
00256bf7b05c08f6a5849df3d0a64f1f,91,1,57.730000000000004,3.0,-30.0,0.6931471805599453,4.072950669534428,0
0025795df7a7d077c4c90162fa820085,38,1,214.08,1.0,-18.0,0.6931471805599453,5.371010051941477,2
0027324a96d26a2bc7d69262f83c8403,159,1,46.78,5.0,-9.0,0.6931471805599453,3.8666071418976635,0
0028a7d8db7b0247652509358ad8d755,261,1,354.87,3.0,-6.0,0.6931471805599453,5.874565495622438,2
0028cfeb9dfcd3628a56d5b6400deef5,236,1,118.2,5.0,-15.0,0.6931471805599453,4.7808027546312495,0
00293787e2aec37a9c253b63fdfe2049,308,1,257.88,3.0,-8.0,0.6931471805599453,5.5563646338701265,2
002aba8c1af80acacef6e011f9f23262,185,1,217.74,1.0,29.0,0.6931471805599453,5.38788380990708,2
002ae492472e45ad6ebeb7a625409392,327,1,218.66000000000003,3.0,-14.0,0.6931471805599453,5.3920808963602,1
002b4cd83fabaffaa475f78ea5ef3e08,576,1,64.42,2.0,-28.0,0.6931471805599453,4.180828022110238,1
002bdeb33da5b1b3ce8b9c822f749c82,269,1,38.089999999999996,5.0,-26.0,0.6931471805599453,3.6658666798048634,1
002cdf87d4c03f08f7eb4551a923affc,304,1,228.67000000000002,1.0,14.0,0.6931471805599453,5.436643496028323,2
002d3bd901608f67c3fc11eaaa842b13,228,1,28.759999999999998,4.0,-8.0,0.6931471805599453,3.393165209964891,0
002d71b244beb91ca7030b15ab526446,466,1,130.56,5.0,-12.0,0.6931471805599453,4.8794630213208565,1
002da6dde369f6a8b4c999ed61eb5a87,141,1,52.38,5.0,-14.0,0.6931471805599453,3.9774361439763783,0
002eb8b96288f3804e21d2777ac29895,405,1,137.99,5.0,-12.0,0.6931471805599453,4.934401988096667,1
002ed12115742033f015cb3c269ccf68,213,1,109.79,5.0,-14.0,0.6931471805599453,4.707636517532581,0
002ef00822613c94613e60e03b169fef,198,1,114.04,4.0,-18.0,0.6931471805599453,4.745279893972737,0
002feefec5af0a3b26ee7839c66d205e,306,1,77.57,1.0,10.0,0.6931471805599453,4.36398994718773,2
003035f5ec76f2220098377482de93c9,368,1,62.47,5.0,-11.0,0.6931471805599453,4.150567353318379,1
003162bf0351f47a1a247992b8b9b42d,48,1,536.6,5.0,-10.0,0.6931471805599453,6.28711478920894,0
00324c9f4d710e7bac5c5ba679714430,436,1,109.78,5.0,-17.0,0.6931471805599453,4.707546252604958,1
0032c76b20340da25249092a268ce66c,694,1,144.94,4.0,-27.0,0.6931471805599453,4.983195578337474,1
0032ca69771a7758ce643258bb9e4ac7,46,1,62.45,5.0,-9.0,0.6931471805599453,4.150252194160397,0
0033f4a2887e07e25aa1204d482f41ba,66,1,425.04,5.0,-18.0,0.6931471805599453,6.054533238574965,0
00344274804f3b8003de1b0562ae01df,53,1,226.23,3.0,-11.0,0.6931471805599453,5.425962720383707,0
0034c76b7e6a17d738375b99afc2f01e,116,1,44.230000000000004,5.0,-13.0,0.6931471805599453,3.8117605834897517,0
0035029989e6fc5cf030918a5f9f2037,111,1,546.12,5.0,-12.0,0.6931471805599453,6.304668156789841,0
003650b504826ea534e02eba0ab58dd5,226,1,21.77,4.0,-13.0,0.6931471805599453,3.125443880075648,0
0036a074f98b80c4f1fc33dbbcf9c552,476,1,42.62,5.0,-14.0,0.6931471805599453,3.775515760773483,1
0036b4a3d09ad551a5188c2e374da402,387,1,162.77,4.0,-13.0,0.6931471805599453,5.098463004461776,1
0036d365b138cc0ee06bed755bcb5044,212,1,109.5,5.0,-17.0,0.6931471805599453,4.705015520957808,0
00370dfde3d012c420d29657afc2fc8b,214,1,237.0,4.0,-26.0,0.6931471805599453,5.472270673671475,0
00377a18050b898b93e2c774be9947db,279,1,65.78,2.0,14.0,0.6931471805599453,4.201403634515509,2
0037aa56b017c105c3a9d47af71fff98,217,1,443.73,3.0,-7.0,0.6931471805599453,6.09746735645105,2
0037d2bbb9ebc39d9114aea27ee16d72,522,1,143.73000000000002,5.0,-30.0,0.6931471805599453,4.974869937649514,1
0037eb1ff742ee2e71ba887f65f3c6f3,414,1,228.79,5.0,-21.0,0.6931471805599453,5.437165848366845,1
003800162424b7b5b3d75c9cf22a66e7,152,1,107.81,5.0,-21.0,0.6931471805599453,4.689603241962921,0
00391594070baf8603f5fdc1d0c6a48c,26,1,119.32,3.0,-3.0,0.6931471805599453,4.79015486020153,2
003a5571a07dcf09bf117d13d2980ba3,37,1,181.82,5.0,-14.0,0.6931471805599453,5.208502062225673,0
003a7a8eb096ed3cbf713d2def1ca701,17,1,157.45999999999998,5.0,-12.0,0.6931471805599453,5.065502195537095,0
003ac9408252444b489b1bfc013f5f8c,168,1,36.980000000000004,5.0,-21.0,0.6931471805599453,3.63705970538414,0
003ae409f37c3c30cb1c974af3a42692,16,1,216.32,3.0,-3.0,0.6931471805599453,5.381370921683322,2
003c2067070f5b3d923235b1ea1cc17b,25,1,147.38,3.0,-18.0,0.6931471805599453,4.999776550761379,0
003c457932a554e4df13834237b1ed00,238,1,142.51,5.0,-15.0,0.6931471805599453,4.96640471918284,0
003d56767e53e08671de00da3fba8d40,273,1,178.59,5.0,-4.0,0.6931471805599453,5.190676475030645,0
003db7adfcdc49857b095a50191b6c9d,121,1,542.66,4.0,-10.0,0.6931471805599453,6.298324051462024,0
003e28cb6fab8a0901bff9229612375f,536,1,137.26,5.0,-19.0,0.6931471805599453,4.929135970517119,1
003e2af81ea3c72fbdd093f07724a4de,137,1,63.74,4.0,-15.0,0.6931471805599453,4.170379248498098,0
003f4901fdb60ae9c1e2538b84c208e1,285,1,162.79,5.0,-5.0,0.6931471805599453,5.098585119494288,1
003fb95e849e71e732629d94bb92762f,32,1,77.59,5.0,-13.0,0.6931471805599453,4.364244464878084,0
003fee4ca17927283128c7ddc6f9311b,115,1,103.47,3.0,13.0,0.6931471805599453,4.648899948849417,2
004177f7bf62929186b32c7fdaa6157b,316,1,433.98,1.0,-29.0,0.6931471805599453,6.075300053020214,2
004256f082951ec189a4962b6788c214,161,1,259.15,5.0,-7.0,0.6931471805599453,5.561258387736313,0
004288347e5e88a27ded2bb23747066c,229,2,354.37,5.0,-17.5,1.0986122886681098,5.873159500227444,3
0042dcca0ae57aaec6e808edc31a2d48,272,1,85.03999999999999,4.0,-25.0,0.6931471805599453,4.454812304399529,1
0042dfa8925d6eb23e471ec350454f04,37,1,62.91,5.0,-6.0,0.6931471805599453,4.157475843662191,0
0043d65f8039b4a4d43bc7b0f450ac2c,498,1,64.42,5.0,-13.0,0.6931471805599453,4.180828022110238,1
00444f48f6c9b55657e49435ce3a97ca,448,1,52.379999999999995,4.0,-11.0,0.6931471805599453,3.977436143976378,1
00446a03d7a34d191507c9e42870d0a5,543,1,128.95000000000002,5.0,-14.0,0.6931471805599453,4.867149761087499,1
004493e0b0a37317d25665d340c0677d,86,1,83.32,3.0,-30.0,0.6931471805599453,4.434619084793052,0
0045e9ad4d6c85d2323a7ab374b76183,73,1,24.130000000000003,5.0,-19.0,0.6931471805599453,3.2240623515555007,0
0046311f458d8041b00063cb99482903,395,1,112.33000000000001,5.0,30.0,0.6931471805599453,4.730303916744857,2
0047f3e16441284d757a8963344f6c59,368,1,76.18,4.0,-9.0,0.6931471805599453,4.346140356109473,1
0048706e497cfba0b689e1e3497bc99e,16,1,82.65,4.0,-4.0,0.6931471805599453,4.426641427432833,0
0048a779a98a7848514096ff04046079,23,1,41.04,5.0,-8.0,0.6931471805599453,3.7386215460087504,0
0049a16516d38fc2246696172a257f16,245,1,32.769999999999996,5.0,-13.0,0.6931471805599453,3.519572834397476,0
0049dadc30da6a277c1e9d371df5a66f,444,1,26.009999999999998,3.0,-1.0,0.6931471805599453,3.296207167804524,2
0049db44bfd6cee26ac9c649329ff6ea,542,1,109.03999999999999,2.0,-7.0,0.6931471805599453,4.700843936056374,2
0049ec2d7a5818d0e4b3f4735cec2458,43,1,44.18,5.0,-11.0,0.6931471805599453,3.810654511039857,0
004a432489f6630c6dfd3fc4454603f5,258,1,84.00999999999999,5.0,-16.0,0.6931471805599453,4.442768896629268,0
004b45ec5c64187465168251cd1c9c2f,97,1,49.85,5.0,-22.0,0.6931471805599453,3.928880122494569,0
004b9b1634b7becda8eec4e96bced882,26,1,158.74,5.0,-5.0,0.6931471805599453,5.073547493489243,0
004d17fa2cb102a7c4817f040c884e59,199,1,39.78,5.0,-14.0,0.6931471805599453,3.708191765146309,0
004df63539fd5e38d4b0a0506de7549c,46,1,993.55,3.0,-21.0,0.6931471805599453,6.90229037355107,0
004ed862ea4e55f18868d3d782d10879,390,1,109.29,3.0,-19.0,0.6931471805599453,4.703113260318055,1
004f84d065096f3cedd26cf0adc80b9d,128,1,189.07999999999998,4.0,-8.0,0.6931471805599453,5.24744503617428,0
00504b68faa074d0f40adcb4f7727f71,20,1,198.7,3.0,-30.0,0.6931471805599453,5.296816240421769,0
0050dcff37f8b9ff611d245e30572b46,121,1,68.22,5.0,-22.0,0.6931471805599453,4.237289838207198,0
00522457bba00bba576a34fd9b4808fd,517,1,127.98,5.0,-14.0,0.6931471805599453,4.859657353582231,1
005226be8d5b972d0f72b4e8a79f322b,152,1,1600.51,5.0,-19.0,0.6931471805599453,7.378702213175831,0
00539155ce68fbe677934aebdb17e09b,124,1,58.25,4.0,-7.0,0.6931471805599453,4.081765780015241,0
00543330561a9088f8b3879114a7b008,280,1,73.96000000000001,5.0,-21.0,0.6931471805599453,4.316954637930166,1
0055b522bc89cbfbf376d8b59a628470,546,1,364.75,5.0,-22.0,0.6931471805599453,5.901950039900234,1
0055bbb9c95f6acb8db89d1f6c316407,198,1,83.23,5.0,-7.0,0.6931471805599453,4.433551152327272,0
0056c2dd794a5eede6164dcae635875a,23,1,171.88,5.0,-10.0,0.6931471805599453,5.152597712198631,0
0056f26cb8f20916c3baa0e39fc30709,153,1,109.23,5.0,-9.0,0.6931471805599453,4.702569091975224,0
005754cb59f8ee5cdbb5cda9d138757e,41,1,258.38,5.0,-12.0,0.6931471805599453,5.5582941679075955,0
00575b2023dedcc0f3e81a938834689b,300,1,32.379999999999995,4.0,-3.0,0.6931471805599453,3.5079569182336887,0
0057f64bff87f4698b4cbd338d62a2a8,10,1,82.86,4.0,-2.0,0.6931471805599453,4.429148741742616,0
0058e7db269cc11558913b42beb115d0,105,1,78.88,4.0,-7.0,0.6931471805599453,4.380525508547614,0
0058f300f57d7b93c477a131a59b36c3,162,1,96.02,5.0,-12.0,0.6931471805599453,4.57491714281707,0
0059acd36094bf670ec8b21be6c0044c,445,1,46.69,5.0,-15.0,0.6931471805599453,3.864721732310133,1
005d8faa4cf789cf52fb880a8569880a,112,1,89.25,5.0,-11.0,0.6931471805599453,4.502583597212991,0
005e32bc930906dc6b65fb9d11cce3e2,362,1,49.6,5.0,-28.0,0.6931471805599453,3.92395157629342,1
005ee3e015ec18092d7782e507cf68fe,334,1,187.96,4.0,-30.0,0.6931471805599453,5.241535352449052,1
005f060d4223956c62b64e9567a36f0f,101,1,777.6800000000001,3.0,-2.0,0.6931471805599453,6.657600178421077,2
005f4b46e70bbd3295a38e2fd28d6566,302,1,63.9,4.0,-16.0,0.6931471805599453,4.1728476237100445,1
005f6fa02633470267dcd1e3ecd0fa79,35,1,272.04,5.0,-21.0,0.6931471805599453,5.609618304598452,0
005ff4ebe100db3eebbe6f7b19a8f99a,352,1,236.81,5.0,-4.0,0.6931471805599453,5.471472035517174,1
006031108b00e5f73b2426a50b50f9c0,362,1,204.83,5.0,-10.0,0.6931471805599453,5.327050585370909,1
00605a8897ed9ad73b5c93bebad2541a,159,1,31.130000000000003,5.0,11.0,0.6931471805599453,3.4697901731277674,0
00626f29f9b57d3ef7c1739ff03e944e,142,1,154.53,5.0,-10.0,0.6931471805599453,5.046838639056468,0
0062adafa3846d9f372d8f1bde591b24,188,1,149.87,5.0,-2.0,0.6931471805599453,5.016418538851983,0
0063817060d662048ed08bccecaf45d5,231,1,71.38,5.0,-19.0,0.6931471805599453,4.281930018135596,0
0064a1b5f5cddd047c987b988a90c8c1,182,1,269.2,5.0,-6.0,0.6931471805599453,5.5991624255260986,0
0064c96f536ac6250275482221834154,72,1,65.33,4.0,-17.0,0.6931471805599453,4.194642283537465,0
00651d97d964127ccfc0e2e55464876d,186,1,23.72,1.0,-10.0,0.6931471805599453,3.20761263258949,2
0065f6fb341f013a95a8e11cdc98d07a,326,1,119.32000000000001,4.0,-6.0,0.6931471805599453,4.79015486020153,1
0065f7795a38381973a373c8b4939679,55,1,31.22,4.0,-20.0,0.6931471805599453,3.472587377748828,0
0066b328e72fd82fd7420bf849c0e8b4,361,1,94.35,4.0,-4.0,0.6931471805599453,4.557554332046428,1
0067d2652c12515146721538868bbd80,73,1,190.28,5.0,-16.0,0.6931471805599453,5.25373832315007,0
0068bd2e9e76c018846dbc6e2bec5ac5,66,1,79.50999999999999,5.0,-21.0,0.6931471805599453,4.388381400311889,0
006a8c1784d622ebe06bab57e72ee045,279,1,66.64,2.0,11.0,0.6931471805599453,4.21419952403038,2
006ab6f5e82340e927757563a9fbe7e4,272,1,300.59999999999997,1.0,12.0,0.6931471805599453,5.709101636133801,2
006b297ed73773b17d8874a2eb4466e8,144,1,108.46000000000001,5.0,-8.0,0.6931471805599453,4.695559185715772,0
006bbb235068a01d2e3e47fa09ccf53c,197,1,34.0,5.0,-7.0,0.6931471805599453,3.5553480614894135,0
006c10bfead12ac8d90486fb4ce4e603,78,1,77.22,5.0,-8.0,0.6931471805599453,4.359525369327368,0
006d763076d74d16d66e828e79ec1544,391,1,99.32000000000001,5.0,-11.0,0.6931471805599453,4.608365076884611,1
006e937bd5a5e32043018a6d1521b5d5,264,1,199.79000000000002,5.0,-20.0,0.6931471805599453,5.302259585780661,1
006ec5b170182812131c7d9b219c036f,319,1,61.769999999999996,5.0,-20.0,0.6931471805599453,4.13947725232944,1
006f2f20cf0cd723624b99d0e8e40d0c,202,1,46.099999999999994,5.0,-14.0,0.6931471805599453,3.852273001022372,0
00704e915ae0d4a236eace0267454cf9,396,1,123.39,4.0,-8.0,0.6931471805599453,4.8234217912218735,1
00705dcbc0b9cad67abd658612770905,21,1,47.93,5.0,-2.0,0.6931471805599453,3.8903907053010323,0
00720f160ff500d3605a1bf403eb62d9,104,1,118.54,5.0,-7.0,0.6931471805599453,4.783651043396108,0
00728bae3dec9c16b2193ab7e3195eb7,229,1,211.01,5.0,-1.0,0.6931471805599453,5.356633443370873,0
00737247e3dc1942da2c527ef3bd2709,160,1,78.2,1.0,3.0,0.6931471805599453,4.37197629882038,2
0074a1d3f1995ff0538dc7197500973c,113,1,624.9,5.0,-7.0,0.6931471805599453,6.439190613930656,0
00762eafc5dac5fc1574f91e9b7c9b67,205,1,233.93,5.0,-12.0,0.6931471805599453,5.459287597430956,0
007658319c060f337577e8a1834d5df5,58,1,119.45,4.0,-6.0,0.6931471805599453,4.79123472906088,0
00765d375af0e700f61c57db00a8ee63,386,1,215.01,5.0,-9.0,0.6931471805599453,5.375324702908821,1
0076a71311bb2386a353f5ba87d2aa29,399,1,70.53,5.0,-21.0,0.6931471805599453,4.270116942120293,1
00776f3807b128beca64cd0b27138d92,344,1,321.57,3.0,-3.0,0.6931471805599453,5.776320166946524,2
0077ba3f829303a1dce98552495c91a1,73,1,159.65,4.0,-15.0,0.6931471805599453,5.0792280855618674,0
0077dc76aaf02323f03bce9b00878253,173,1,874.42,5.0,0.0,0.6931471805599453,6.774703771194465,0
0078108af1d2dc4b1601c744ca581b4f,116,1,66.72,5.0,-7.0,0.6931471805599453,4.2153815572649345,0
0078bb0f0d23e922d08437b7d0e13907,253,1,44.089999999999996,4.0,-8.0,0.6931471805599453,3.8086604924329928,0
007953b3182d5ccc9189a694f5c68163,503,1,112.08,1.0,2.0,0.6931471805599453,4.72809553282539,2
00797f371bc0f6adb4d267be541a92da,144,1,67.36,5.0,-14.0,0.6931471805599453,4.224787858247391,0
0079b50e9f77c1148b472818f92eaebc,278,1,41.69,5.0,-17.0,0.6931471805599453,3.7539647007698704,0
0079b7407a428543a7f178cc09164035,275,1,64.0,4.0,-19.0,0.6931471805599453,4.174387269895637,1
007a2fab7046647dad04fe7d08c57820,209,1,126.48,5.0,-11.0,0.6931471805599453,4.847959489549136,0
007ad549acb91673f04eac22c0568114,339,1,90.85,5.0,-16.0,0.6931471805599453,4.520156811661135,1
007b8307b6448f0425ff2001f00c1bdb,109,1,40.94,4.0,-11.0,0.6931471805599453,3.7362400254737738,0
007ba48697b079e78f168b051462dd1b,86,1,147.78,2.0,-29.0,0.6931471805599453,5.002468704763196,0
007d9f716ead2bc8712255271a38f609,242,1,67.57,5.0,-10.0,0.6931471805599453,4.227855121296273,0
007e21b7a007c8f8dadfa43c9d5a91db,174,1,70.75,1.0,8.0,0.6931471805599453,4.273187854639731,2
0083e758383b3deb6c6dac1b0b431ac0,237,1,42.35,5.0,-4.0,0.6931471805599453,3.769306703226551,0
00842c7d0cedb9e1edad8e9b7d148f09,513,1,64.55,5.0,-9.0,0.6931471805599453,4.182813210209709,1
0085139b503668b3addcfe826d91be8d,213,1,504.48,2.0,-6.0,0.6931471805599453,6.22550847289048,2
0085d749fc64f766ece1729464f8039a,163,1,349.53,5.0,-10.0,0.6931471805599453,5.85944629482327,0
008778a1591d49f6b2464dffaa4fa662,408,1,260.55,5.0,-11.0,0.6931471805599453,5.56662546981662,1
0087c31081ea8d160baa06bf4ad4d76f,70,1,183.05,4.0,-22.0,0.6931471805599453,5.21520745982503,0
0087eede471173af78d789df249c3a45,561,1,151.10999999999999,5.0,-19.0,0.6931471805599453,5.024603943323651,1
008b06aba4b5f5b5b94f525ccf520624,9,1,90.5,5.0,0.0,0.6931471805599453,4.516338972281476,0
008b82b072c6b564fcce49a325f84097,174,1,45.129999999999995,4.0,-22.0,0.6931471805599453,3.8314634975697293,0
008ca52811784a181c8c88e8d66b49db,16,1,136.64000000000001,5.0,-15.0,0.6931471805599453,4.92464158092928,0
008d17333e414049279c7822dfd5f019,373,1,132.05,5.0,-17.0,0.6931471805599453,4.890724997423698,1
008ea5bdd1a99fb584cce7739349da75,140,1,64.03999999999999,4.0,2.0,0.6931471805599453,4.175002465239555,0
008f3d5f45a11059239a5c452cd00006,582,1,336.56,5.0,-28.0,0.6931471805599453,5.8217432722897655,1
008fb2ecc75561d202dd4db2e0ceec25,457,1,40.77,5.0,-4.0,0.6931471805599453,3.732178378509084,1
009000746b4fc73fe77ecc396fdb78d2,275,1,166.59,5.0,-21.0,0.6931471805599453,5.121520520396782,1
009062f98089a091615b5c9faa13de26,353,1,30.270000000000003,5.0,-12.0,0.6931471805599453,3.44265917146975,1
009210a1646725341917560a13f7799f,394,1,25.85,5.0,-11.0,0.6931471805599453,3.2902658209548736,1
009231b0ef6a6b4f5a5fe46938827b83,208,1,108.83000000000001,5.0,-5.0,0.6931471805599453,4.698933715800255,0
009301957bc7714394865c44650d8060,434,1,93.78,2.0,-7.0,0.6931471805599453,4.551558416539442,2
0093aeb87eca387dd153f965aa10c060,283,1,149.69,2.0,-8.0,0.6931471805599453,5.015224746430063,2
0093c499f4f9c0e169ead490aa62ce3e,445,1,226.22,5.0,-9.0,0.6931471805599453,5.425918711141758,1
0093dbe7f479386a92095026decf825d,277,1,43.58,4.0,-13.0,0.6931471805599453,3.797285327957723,0
00941614a654458b888b8780815bd26c,520,1,185.83,5.0,-7.0,0.6931471805599453,5.230199112471746,1
00950dbc783342e164c24e09023ebcb7,59,1,89.1,5.0,-11.0,0.6931471805599453,4.500920164614292,0
009671b5dc80cdf32aeb5850868ba81c,436,1,110.72,5.0,-8.0,0.6931471805599453,4.715995741076976,1
0096c18412349537abc45e350581cbbc,535,1,770.24,1.0,-13.0,0.6931471805599453,6.647999609171195,2
0096c9cb600a08e601f7c2be6734531a,399,1,186.92000000000002,5.0,-10.0,0.6931471805599453,5.236016340350657,1
0096f8cd903cc205efab77d5ae6bb6f1,200,1,147.97,5.0,-8.0,0.6931471805599453,5.003744943391502,0
00970787f181925ba33bd32b3817f742,349,1,35.4,2.0,-4.0,0.6931471805599453,3.594568774642695,2
0097c1e3f3c2fed7a7d8cf30be1a33df,277,1,101.73,5.0,-11.0,0.6931471805599453,4.6321041872281725,1
0097fca0db567f5ca79509b7b4fc1c2d,134,1,227.65999999999997,1.0,-17.0,0.6931471805599453,5.432236184113823,2
00986cafefb6e670cceca01694bda599,243,1,66.91,4.0,-20.0,0.6931471805599453,4.2181832991257,0
0098853a28531d48988a2fb02b30840e,84,1,79.38,5.0,-28.0,0.6931471805599453,4.386765389021055,0
009890d2f2b15df1267ed7f90f45fc4e,130,1,98.16,4.0,-19.0,0.6931471805599453,4.5967347071669895,0
0098f4847541cc7d676f9a5efc64c0f0,501,1,147.55,5.0,-21.0,0.6931471805599453,5.000921601908617,1
009a3ad0cbdfc7f5481488472f72e8b1,149,1,21.04,5.0,-11.0,0.6931471805599453,3.092858984284714,0
009dd7b313c04f4ccd9d4e423bc04ba7,128,1,136.8,4.0,-12.0,0.6931471805599453,4.925803358579558,0
009e70fcdd4ea3769c73210414e73c64,438,1,49.69,2.0,0.0,0.6931471805599453,3.925728652484258,2
009f647a455451d6c325bef96685e1c1,126,1,144.31,3.0,-14.0,0.6931471805599453,4.978869391332604,0
00a02d822b18db532e50e0607e615f3b,17,1,199.26,5.0,-15.0,0.6931471805599453,5.299616522279656,0
00a089b8c7ab1e3808c3ad7de7a254dd,72,1,42.47,4.0,-10.0,0.6931471805599453,3.772071045000701,0
00a1c6913daeda0b7f9b79f802805fdb,247,1,101.34,4.0,-24.0,0.6931471805599453,4.628300603376946,0
